symbol	ensgene	chr	start	end	strand	biotype	description	Control_0w1	Control_0w2	Control_0w3	Control_2w1	Control_2w2	Control_2w3	Control_8w1	Control_8w2	Control_8w3	Control_16w1	Control_16w2	Control_16w3	disease_2w1	disease_2w2	disease_2w3	disease_8w1	disease_8w2	disease_8w3	disease_16w1	disease_16w2	disease_16w3	2WAvgreadControl	2W_Avgreaddisease	2W_logConc	2W_pVal	2W_adj.pVal	8WAvgreadControl	8W_Avgreaddisease	8W_logConc	8W_pVal	8W_adj.pVal	16WAvgreadControl	16W_Avgreaddisease	16W_logConc	16W_pVal	16W_adj.pVal
Pcp4l1	ENSRNOG00000003209	13	89542378	89565813	-1	protein_coding	Purkinje cell protein 4-like 1 	414	618.8	292.7	378.2	252.6	399.5	362.1	544.9	424	329.5	491.7	404	255.3	258	202.9	130.5	301.6	193.6	190.5	311.4	288.5	343.456089	238.7308831	-0.522906878	0.009297633	0.212151153	443.6576784	208.5627813	-1.092300561	8.46E-08	0.00000444	408.4031433	263.4662503	-0.63	0.00166	0.017
Srp9	ENSRNOG00000003211	13	100551307	100559447	1	protein_coding	signal recognition particle 9 	168.1	213.5	182.9	189	200.7	197.8	177.4	189.2	213.4	198	193.1	218.2	208.7	207.2	180.6	175.8	191	201.4	197.9	201	197.5	195.8013877	198.862607	0.02252435	0.926779381	1	193.3434507	189.4010301	-0.030220231	0.898332303	0.986507809	203.0705819	198.8073583	-0.0302	0.89	0.98
Helz	ENSRNOG00000003213	10	95770154	95906927	1	protein_coding	helicase with zinc finger 	1248.5	1320.3	1222	1163.5	1194.3	1221	1197.8	1164.5	1201.9	1152.9	1191	1151.1	1322.4	1254.8	1206.9	1144	1163.6	1239.7	1165.1	1203.9	1119.3	1192.930341	1261.377611	0.080519079	0.67539292	1	1188.058159	1182.426992	-0.006852037	0.973257898	1	1165.003791	1162.751531	-0.00274	0.99	1
AABR07029742.1	ENSRNOG00000003214	10	48987822	48989595	1	pseudogene	#VALUE!	228.7	222.8	249.6	255.9	248	240.4	221.8	198.3	186.8	222.3	208.4	202.6	192.6	253.8	268.8	267.1	202.2	268.9	245.8	205.9	261.9	248.1009739	238.4083374	-0.05810481	0.783830595	1	202.3129761	246.0721163	0.283622549	0.173381812	0.469471626	211.0810972	237.8932333	0.171	0.403	0.728
Zfp287	ENSRNOG00000003215	10	49135277	49149479	-1	protein_coding	zinc finger protein 287 	95.1	110.1	101.5	107.8	108.1	118.6	87.8	94.2	126.6	117.2	124.2	112.3	103.4	123.3	114	114.9	131.9	112.4	109	122.4	100.7	111.5232226	113.5611345	0.026489179	0.924210028	1	102.8653367	119.7552785	0.217535184	0.330333385	0.663443045	117.9201847	110.676242	-0.0904	0.687	0.908
Lgals3bp	ENSRNOG00000003217	10	107415326	107424710	-1	protein_coding	galectin 3 binding protein 	1129.6	694.1	728.3	805.8	894.8	1063.8	763.1	766.7	744.3	2636.6	1070.1	2007.3	785.3	886.9	826	916.5	1135.9	788.9	789.5	943.2	869.7	921.449292	832.7538948	-0.145804782	0.449858223	1	758.0546196	947.1229369	0.320984603	0.096958721	0.329018565	1904.642236	867.4709877	-1.135027605	4.56E-09	0.000000478
Zfp286a	ENSRNOG00000003218	10	49185812	49196177	-1	protein_coding	zinc finger protein 286A 	8.1	17.1	22	26.7	27.6	30.4	13.3	15	25.5	17.2	22.6	31.4	19.2	15.5	8	17.3	15.3	12.7	15.5	23.9	23	28.23256975	14.2451464	-0.972678632	0.00324446	0.097486775	17.95458779	15.08040999	-0.249315273	0.542142723	0.831988337	23.71954166	20.79950761	-0.166	0.584	0.85
Trim16	ENSRNOG00000003219	10	49231730	49254621	1	protein_coding	tripartite motif-containing 16 	431.6	234.9	460	506.4	399.7	621.6	598.7	327.2	346.7	246.5	295.7	291.7	399.3	402.1	503.5	511.9	445.3	374.4	435.8	506.4	436.7	509.2295734	434.9440202	-0.226837872	0.248117642	1	424.2024759	443.8818312	0.066032699	0.744781204	0.931082028	277.9449557	459.6406727	0.727026465	0.000283292	0.004457477
H3f3a	ENSRNOG00000003220	13	99091763	99101208	-1	protein_coding	H3 histone family member 3A 	342.1	288.3	308.9	342.5	343.8	297.2	321.1	285.5	298	265.3	269	317.8	295.9	306.7	321	333.2	299.1	289.4	273	304.4	295.6	327.7931905	307.8769103	-0.090983093	0.655516203	1	301.5394311	307.2337102	0.027466585	0.900725757	0.987788594	284.0612591	291.0400259	0.036	0.869	0.974
Myoc	ENSRNOG00000003221	13	80517536	80527928	1	protein_coding	myocilin 	67.4	106.3	123.3	120.2	140.1	126.8	200.4	243.2	347.8	283	365.5	438.4	38.5	68.3	58.6	203.5	160.7	228.8	109.1	281.6	332.8	129.0284659	55.15064435	-1.22631224	0.000000121	0.000022	263.7915484	197.6762421	-0.415530749	0.042870659	0.188355032	362.3102183	241.1479158	-0.583	0.0036	0.0303
Degs1	ENSRNOG00000003223	13	100666075	100672731	-1	protein_coding	"delta(4)-desaturase, sphingolipid 1 "	642.5	1087.3	615.8	616.1	590.6	654.1	752.9	927	875.8	965.8	965.1	810.2	519.8	598.8	434.3	420.1	626.2	498.6	513.2	700.4	505.1	620.2715223	517.6589175	-0.260502086	0.181807866	1	851.8723598	514.9489406	-0.726890577	0.000199612	0.002949629	913.6943071	572.9071403	-0.673	0.000533	0.00727
Nudt16l1	ENSRNOG00000003224	10	10829867	10831782	-1	protein_coding	nudix hydrolase 16 like 1 	41.7	39.8	41.3	39.3	38.8	31.5	28.7	46.6	34.9	43.8	45.2	38.9	39.5	36.3	34.4	38.4	49	45	24	52.8	35.9	36.52243447	36.726633	0.005281662	1	1	36.75430057	44.13977509	0.259469022	0.373198874	0.704341661	42.61268156	37.53714996	-0.176	0.529	0.819
Mprip	ENSRNOG00000003226	10	46018659	46133571	1	protein_coding	myosin phosphatase Rho interacting protein 	5069.1	5201.3	4437.3	4441.1	4564.7	4482.5	4731.1	4648.7	5064.8	4524.8	5077.2	4806.8	3900.2	3935.4	3770.1	3954.8	4526.3	4075	4272.8	4402.5	4074.9	4496.105084	3868.579748	-0.216868956	0.252267717	1	4814.889815	4185.353855	-0.202181747	0.285907364	0.619352448	4802.945267	4250.071716	-0.176	0.352	0.684
Mid1ip1	ENSRNOG00000003228	X	13114569	13116743	-1	protein_coding	MID1 interacting protein 1 	1192.1	728.2	1074.6	950.3	1136.2	1054.7	887.1	712.3	1051.9	724.6	855.3	984.1	1173.4	1098.4	1380.4	1447.5	1054.6	1208.4	1198	1147.1	1364.9	1047.043591	1217.420925	0.217327317	0.257234505	1	883.7658741	1236.854661	0.485115871	0.01185642	0.074194801	854.6708051	1236.673328	0.533	0.00566	0.0428
Tspan7	ENSRNOG00000003229	X	13261558	13279099	-1	protein_coding	tetraspanin 7 	732.4	699.9	686.8	743.7	779.2	600.4	891.5	778.3	715.3	678.2	683.8	797.4	680.9	513	676.3	622.5	499	552.4	629.6	547.2	514.2	707.7685838	623.4308943	-0.183454595	0.346716994	1	795.0110318	557.9753475	-0.510171833	0.008743792	0.059040864	719.7890921	563.6797144	-0.352	0.0703	0.262
Slc9a3r1	ENSRNOG00000003232	10	103713045	103730145	1	protein_coding	SLC9A3 regulator 1 	1545.3	748.9	1384.4	1113.5	1215	1180.5	1020	642.5	920.6	894.6	968.2	1093.3	1239.3	1089.1	1332.9	1352.1	1137.4	1091.1	1095	1127.2	1257.5	1169.646111	1220.424666	0.061223323	0.75024283	1	861.0462175	1193.54238	0.471231257	0.014568336	0.086192702	985.3751852	1159.935624	0.236	0.221	0.538
Serpinf2	ENSRNOG00000003233	10	62264788	62273119	-1	protein_coding	serpin family F member 2 	55	37.9	24.9	33	30.7	32.5	20.5	40.8	28.2	36.4	18.5	19	24.3	17.7	29.7	26.3	33.8	41.1	28	24.9	25.5	32.05706595	23.90266414	-0.423626942	0.165544187	1	29.83801174	33.75634669	0.172069169	0.576705364	0.852738951	24.63068445	26.11397357	0.0541	0.802	0.956
Mgrn1	ENSRNOG00000003234	10	10833519	10881977	-1	protein_coding	mahogunin ring finger 1 	1110.4	1482.6	1230.9	1075.2	1056.5	1298.1	1402.1	1416.5	1302.1	1449.1	1791.5	1150.2	1020.4	1067.3	1077.3	989.2	1298.7	1190.8	1057.6	1202.9	1183.8	1143.252034	1054.984286	-0.115748757	0.546825238	1	1373.56866	1159.569078	-0.244536027	0.20291572	0.514829633	1463.628115	1148.089706	-0.35	0.0676	0.256
Mgat4b	ENSRNOG00000003235	10	35726544	35736338	1	protein_coding	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B "	763	766.4	679.1	697.2	776.8	663.3	602.7	593.9	748.4	684.1	794.7	714.6	736.7	754.3	761.7	721.7	745.5	790	731.7	695.4	648.1	712.4135273	750.9202763	0.075670063	0.696740959	1	648.3497	752.3992281	0.214580572	0.270065567	0.601253123	731.1122154	691.7525202	-0.0796	0.683	0.905
Tp53bp2	ENSRNOG00000003237	13	100817359	100873890	1	protein_coding	"tumor protein p53 binding protein, 2 "	562	727.7	523.2	481.4	532.6	502	531.6	520.4	550.8	454	525.7	530.9	522.9	496.3	501.6	556.1	554.5	575.9	555.2	714.4	466	505.3120772	506.9344618	0.004504274	0.98487571	1	534.289086	562.166712	0.073388454	0.71086199	0.913453477	503.5080227	578.5150975	0.202	0.307	0.639
Cant1	ENSRNOG00000003239	10	107432506	107445522	-1	protein_coding	calcium activated nucleotidase 1 	559.1	433.3	502.8	444.8	504.2	446.2	426.4	421.7	402.6	466.5	456.9	473.2	462.1	505.6	515.9	542.9	379	463.4	489.4	482.5	442.5	465.0996484	494.5379335	0.088149752	0.654609139	1	416.9058553	461.7817088	0.148303334	0.457883449	0.773712238	465.5397521	471.4770302	0.0183	0.93	0.992
Gulp1	ENSRNOG00000003242	9	51263622	51538072	1	protein_coding	"GULP, engulfment adaptor PTB domain containing 1 "	102.7	241.1	228.2	229.1	227.4	241.4	268.1	265.9	249.7	174.1	218.7	219.2	154	208.1	146.4	158.6	163.8	198.5	224.4	173.1	191.8	232.6177642	169.5232354	-0.455681139	0.027780656	0.438922878	261.2153429	173.6365431	-0.588856674	0.004533108	0.035626595	204.0091502	196.4450476	-0.0532	0.799	0.955
Wdr81	ENSRNOG00000003243	10	62273800	62287189	-1	protein_coding	WD repeat domain 81 	901	841.3	718.2	783.7	860.4	757.6	604.3	853.4	767.8	835	820.4	798.5	885.6	823.8	779.6	796.4	823	867.2	844.3	903.4	797.1	800.5682609	829.6639202	0.051377944	0.79158816	1	741.8399229	828.8666922	0.159882672	0.409858828	0.734776804	817.9810886	848.2659421	0.0524	0.788	0.952
Ltc4s	ENSRNOG00000003244	10	35737664	35739625	-1	protein_coding	leukotriene C4 synthase 	8.1	23.9	17.8	27.7	24.3	27.4	13.3	18.4	23.4	21.2	15.5	48	17.2	18.7	21	17.7	28.3	33.3	26.7	11.9	28.6	26.4620883	18.95507691	-0.479052588	0.142304748	0.987033477	18.35025066	26.42768969	0.513523079	0.11490812	0.365126166	28.20801125	22.39836916	-0.327	0.314	0.648
Sde2	ENSRNOG00000003247	13	99136871	99153181	1	protein_coding	SDE2 telomere maintenance homolog 	410.7	429.6	452.5	446.7	437.4	484.7	520.7	480.3	455.5	459.1	436.4	497.3	440.8	473.5	507	476.4	446.5	469.3	488.2	458.7	473.6	456.2699172	473.772743	0.054363243	0.78566556	1	485.4891024	464.0614229	-0.064855841	0.744416755	0.931068846	464.2732819	473.4707349	0.0282	0.889	0.98
Mpzl1	ENSRNOG00000003248	13	83805244	83842051	-1	protein_coding	myelin protein zero-like 1 	509.5	495.1	495	545	480.9	469.6	445.1	376.1	408.1	387.9	430.2	414.5	482.3	389.7	431.8	471.3	416	447.8	477.4	410.9	382.6	498.4657597	434.605142	-0.19777398	0.315518174	1	409.7871407	445.0297665	0.119380311	0.550550281	0.837572466	410.8668906	423.6132383	0.0443	0.828	0.964
B3galt2	ENSRNOG00000003251	13	60435946	60444957	1	protein_coding	"Beta-1,3-galactosyltransferase 2 "	45.2	75.9	98.7	107	105	106.5	115.3	89.5	82.3	85.5	61.7	72.4	130.7	100.6	147	110	85.3	105.6	132	94.5	121.2	106.1616057	126.1082449	0.247505744	0.258055921	1	95.7026545	100.3261646	0.070702506	0.781991021	0.944391241	73.20325182	115.8869313	0.654	0.00343	0.0291
Qdpr	ENSRNOG00000003253	14	70164650	70178284	1	protein_coding	quinoid dihydropteridine reductase 	328.7	233.1	303.1	283.6	304.5	225.2	257.3	215.7	252.9	218.7	252.6	271.7	292.9	268.4	351.8	324.7	262.1	291.3	294	288.5	324.4	271.1077889	304.3691054	0.165499817	0.409326966	1	241.9877386	292.7212557	0.275276026	0.178542089	0.478050195	247.6374947	302.2964494	0.289	0.158	0.446
Il23a	ENSRNOG00000003254	7	2710609	2712723	-1	protein_coding	interleukin 23 subunit alpha 	11.3	4.7	5.7	7.1	5.4	9.1	15.2	20.2	2.6	6.3	8.2	10.5	10.1	11.4	5.7	13.1	6.7	8.8	10.4	8	7	7.198322028	9.057448358	0.343560559	0.521418193	1	12.66752986	9.506306794	-0.394110543	0.370955431	0.702326364	8.332298675	8.467045026	0.0402	1	1
Ccng1	ENSRNOG00000003256	10	25903911	25910325	-1	protein_coding	cyclin G1 	959.1	1252.1	989	1153.6	1190.2	1300.1	1127.3	1410.5	1207.6	1169.3	1251.6	1232.9	1147.1	1399.8	1135	1236.9	1167.9	1175.2	1350	1219.8	1384.7	1214.662752	1227.305476	0.015032944	0.939353052	1	1248.45655	1193.326943	-0.065105354	0.735399857	0.926992946	1217.929235	1318.16253	0.114	0.552	0.833
Cdc73	ENSRNOG00000003258	13	60403771	60496511	-1	protein_coding	cell division cycle 73 	549.3	546.3	627.5	707.1	655.4	723.1	807.6	673	683.7	615	606.8	608.6	639.4	636.2	717.3	666.1	623.3	635.5	707.2	651.7	704.5	695.1682355	664.3248348	-0.065433841	0.737958501	1	721.4208143	641.6340633	-0.168861223	0.385756656	0.716338306	610.1208629	687.775168	0.173	0.375	0.705
C1qtnf1	ENSRNOG00000003259	10	107455845	107477162	1	protein_coding	C1q and tumor necrosis factor related protein 1 	341.4	506.7	395.9	381.5	390	470.5	420.2	401	317.4	525.9	376.9	430.2	370.9	465.1	314.8	369.8	419	355.9	310.1	321.4	222.3	413.981091	383.591077	-0.109245299	0.581191169	1	379.5384433	381.5531916	0.007501507	0.974694811	1	444.3542	284.5824184	-0.643	0.00131	0.0145
Nr1i3	ENSRNOG00000003260	13	89586283	89591277	1	protein_coding	"nuclear receptor subfamily 1, group I, member 3 "	73.8	74.9	92.3	65.9	65.3	84.1	93.3	80.5	97.7	87.1	87.2	67.3	79	61.2	62.1	86.9	79.7	68.4	63.4	55.7	86.1	71.76996618	67.43478683	-0.086480888	0.73155433	1	90.4675132	78.31597375	-0.206706269	0.372836905	0.703971312	80.55236245	68.40631131	-0.241	0.321	0.655
Usp9x	ENSRNOG00000003261	X	10510033	10630297	-1	protein_coding	"ubiquitin specific peptidase 9, X-linked "	2932.7	4346.8	4698.7	5422.9	5199.6	5380	5929.7	5233.2	4731.3	4406	4212.7	4424.9	4932.8	5176.8	5714.1	5595.4	4561.5	5097.7	5442.4	4702	5427.1	5334.149945	5274.572145	-0.016213919	0.932066816	1	5298.03427	5084.862229	-0.059189056	0.75448067	0.935091359	4347.86372	5190.509952	0.256	0.177	0.476
Cacng4	ENSRNOG00000003262	10	95951234	96015499	-1	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 4 	9.4	10.5	4.6	5.2	8.7	12.1	8.5	10.4	14.5	12	11.3	10.5	1	3.1	1.1	3.4	5.4	2.9	4.6	4	0.1	8.675300292	1.749582335	-2.22382263	0.000725228	0.030140301	11.09487202	3.904620387	-1.488980158	0.005943192	0.043931938	11.26847627	2.881672005	-1.91	0.000352	0.00529
Nat9	ENSRNOG00000003264	10	103732187	103736973	-1	protein_coding	N-acetyltransferase 9 	539.8	348.8	459.3	471.6	465.1	520.2	389.6	326.9	357.5	343	445.6	414.4	515.8	488.1	605.4	522.2	385.5	453.6	446.2	464.6	462	485.6310008	536.4277059	0.143531575	0.465420906	1	357.9884031	453.8017567	0.342828646	0.085260743	0.302547053	401.011976	457.6095197	0.192	0.336	0.67
Pycr2	ENSRNOG00000003267	13	99184564	99188431	1	protein_coding	"pyrroline-5-carboxylate reductase family, member 2 "	147.1	167	130.7	96	137.1	127.8	122.1	152.3	150.5	123.3	149.9	146.9	118.5	108.8	94.3	129.7	130.9	108.5	125.4	137.3	131.7	120.2730146	107.2114569	-0.165466631	0.46229084	1	141.6266167	123.029057	-0.203129906	0.354251455	0.686845207	140.008057	131.4673814	-0.088	0.681	0.904
Maml1	ENSRNOG00000003268	10	35765719	35800120	-1	protein_coding	mastermind-like transcriptional coactivator 1 	906.9	791.9	815	790.1	701.2	732.2	827.7	662.7	720.7	753.1	813.2	788	838	760.6	845.8	771.5	829.5	793.9	845.3	814.8	740.6	741.1634259	814.8149132	0.136664577	0.480739331	1	737.0462065	798.2822047	0.115106364	0.55407753	0.839265301	784.7773779	800.2221912	0.0283	0.887	0.98
Atp6v0e1	ENSRNOG00000003269	10	16769666	16792909	-1	protein_coding	ATPase H+ transporting V0 subunit e1 	394.7	354.6	420.1	377.8	453.7	428	441.6	409.2	401.5	407.2	412.8	454.3	380	402	399.7	438.8	388.6	390.1	371.4	382	447.8	419.8281737	393.9037981	-0.092127601	0.644959654	1	417.4391692	405.8348224	-0.040247643	0.841863013	0.968069387	424.7679058	400.4264429	-0.0849	0.67	0.9
Myo1d	ENSRNOG00000003276	10	67866940	68142864	-1	protein_coding	myosin ID 	1252.8	1137.1	1321	1239.3	1238.5	1266.7	1205.9	1093.5	1156.9	1123.7	1339.9	1360.9	1182.6	1247.6	1363.9	1340.5	1465.8	1408.8	1417.7	1206.8	1237.1	1248.150163	1264.683651	0.018937448	0.922462088	1	1152.127472	1405.050575	0.286252917	0.135654391	0.405710603	1274.829515	1287.213703	0.0142	0.943	0.996
Map3k14	ENSRNOG00000003278	10	91303428	91353601	-1	protein_coding	mitogen-activated protein kinase kinase kinase 14 	264.1	396.7	296.7	306.8	260.3	295.1	371.1	392	402.4	481.3	394.3	374.7	247.2	248.7	239.2	221.6	459.9	278.6	285.8	312.4	269.3	287.4160171	245.044254	-0.229608921	0.257967251	1	388.4890185	320.0123983	-0.281926383	0.163022052	0.453931722	416.7778238	289.1587244	-0.528	0.00824	0.0571
Syce2	ENSRNOG00000003279	19	25983169	26001317	1	protein_coding	synaptonemal complex central element protein 2 	12.5	20.9	20	22.2	19.5	29.4	15.5	12.8	22.3	12.9	20.5	12.6	21.3	25.9	21.1	21.4	20.8	24.5	29	18.9	23.1	23.69371666	22.75285329	-0.050688079	0.895224235	1	16.84111163	22.21707325	0.396419549	0.273281126	0.605119666	15.35343834	23.67611323	0.626	0.0688	0.259
Grin2c	ENSRNOG00000003280	10	103798291	103816287	-1	protein_coding	glutamate ionotropic receptor NMDA type subunit 2C 	200	203	169.7	171.3	126.5	178.5	233.1	89.3	228.9	187	247.4	284.2	245.1	131.7	131	122.4	159.2	151.6	165.2	191	151.6	158.7620273	169.2897075	0.09553411	0.663412659	1	183.760059	144.3914144	-0.349349155	0.10141486	0.338152593	239.5327956	169.2620072	-0.497	0.0159	0.092
Mcm9	ENSRNOG00000003281	20	34846804	34929965	-1	protein_coding	minichromosome maintenance 9 homologous recombination repair factor 	336	309.1	334.4	318.3	339	320.5	257.9	274.1	356	342.7	366.5	292.9	337.4	359.5	355.4	317.4	321	362.8	344.2	340.3	332.7	325.9041429	350.7939393	0.105880579	0.59799814	1	296.0025461	333.7176755	0.172686662	0.392679193	0.721972251	334.0259297	339.0626072	0.0212	0.919	0.989
Rcsd1	ENSRNOG00000003283	13	83854664	83917021	-1	protein_coding	RCSD domain containing 1 	212.9	401.6	231.1	243.4	256	240.4	257	394.9	347.3	431.8	392.2	374.7	253.3	233.1	167.6	216.7	313	274.7	248.4	309.4	214.1	246.5913148	217.9944375	-0.177277186	0.389908769	1	333.1002936	268.1403037	-0.314366404	0.122531691	0.380584825	399.5763151	257.3018121	-0.634	0.00157	0.0163
Epn3	ENSRNOG00000003284	10	82220762	82229140	-1	protein_coding	epsin 3 	532.4	236.8	466.9	402.1	404.3	438.1	405.7	261.9	348.5	278.4	302.9	343	381	389.6	408.5	454.2	390.9	415.5	423.9	426.8	412.4	414.8159539	393.0395523	-0.077696102	0.697477776	1	338.6961144	420.203788	0.311503466	0.119083296	0.373969692	308.1041507	421.0319263	0.451	0.0238	0.122
Lap3	ENSRNOG00000003289	14	70102814	70121797	-1	protein_coding	leucine aminopeptidase 3 	569.8	573.8	560.8	550.1	524.3	557.8	538.6	545.5	489.2	577.6	503.1	528.9	530	532.6	480.7	498.5	543.5	549.5	504.7	514.4	489.8	544.0768466	514.3983206	-0.080737327	0.681616799	1	524.4238252	530.4991923	0.016522901	0.936252136	0.997912062	536.5367212	502.9517357	-0.0937	0.637	0.879
Creg1	ENSRNOG00000003291	13	83972212	83984675	1	protein_coding	cellular repressor of E1A-stimulated genes 1 	245.3	182.9	224	227.2	285.8	212	212.3	184.6	176.7	182.2	173.5	192	259.4	275.6	304.3	292.1	219.7	279.6	283.1	238.8	249.6	241.6729416	279.7962673	0.209813197	0.302897579	1	191.2027273	263.7850294	0.46529074	0.02460481	0.12654271	182.5716005	257.1420859	0.493	0.0165	0.095
Dck	ENSRNOG00000003296	14	20935369	20953095	-1	protein_coding	deoxycytidine kinase 	83.3	77.7	88	91.8	82.6	100.4	59.5	98	67.6	74.2	62.7	84.9	110.4	86.1	119.4	109.2	79.9	112.5	101.8	80.6	118.6	91.6183482	105.3063044	0.201578004	0.369179815	1	75.04764166	100.5235993	0.422879604	0.071830402	0.268468759	73.93037274	100.3304602	0.438	0.0576	0.229
Cd247	ENSRNOG00000003298	13	83996080	84071400	1	protein_coding	Cd247 molecule 	0	1.9	2.2	21.1	1.8	6.1	7.2	10.2	6.8	13.3	11.3	12.6	8.1	6.2	6.7	7.7	4.5	11.8	5.9	5	8	9.669438069	6.999981479	-0.43827842	0.379991717	1	8.059662449	7.983287567	-0.002488076	1	1	12.4160447	6.282891065	-0.984	0.031	0.149
Btg2	ENSRNOG00000003300	13	50913180	50916982	-1	protein_coding	BTG anti-proliferation factor 2 	1206.7	721.5	1017.8	753.3	806.4	880.3	2464.9	725.6	1054	683.5	670.5	809.9	1121.8	1084.9	1385.9	1271.1	1544.1	951.2	905.2	1833.6	1923.5	813.3065841	1197.534734	0.558137388	0.003765594	0.108662241	1414.843867	1255.460655	-0.172506231	0.368562327	0.700609674	721.3137456	1554.118922	1.1077734	1.13E-08	0.00000101
Flcn	ENSRNOG00000003302	10	46153188	46172309	-1	protein_coding	folliculin 	961.1	956.1	887.5	789.8	888	878.2	650.4	1129	707.5	778.2	840.9	847.8	953.5	876.6	911.2	896.7	1021.6	1036.4	957.8	970	912.6	852.0064343	913.8003706	0.100987402	0.601537895	1	828.9925214	984.8682961	0.248321476	0.198396665	0.508595138	822.3145494	946.8043733	0.204	0.292	0.624
Chad	ENSRNOG00000003304	10	82292110	82296651	1	protein_coding	chondroadherin 	74.8	83.5	72.6	93.8	83.7	76.1	63	67.8	92.9	70.9	90.3	86	99.3	77.8	93	94.7	88.3	67.4	84.5	98.5	98.1	84.51054053	90.01163067	0.089813378	0.70436068	1	74.56452839	83.4699756	0.162480239	0.506968382	0.811878961	82.42001283	93.71167265	0.19	0.429	0.744
Cxcr3	ENSRNOG00000003305	X	71614346	71616997	-1	protein_coding	C-X-C motif chemokine receptor 3 	6.7	4.7	15.3	8.9	2.7	13.2	6.2	12.5	14.5	42.3	7.3	25.2	13.2	13.5	12.2	13.1	5.6	10.8	7	7	6.9	8.279179352	12.95221818	0.672644792	0.123233066	0.935573402	11.07271599	9.804613856	-0.159580136	0.816298394	0.9571166	24.94055077	6.981797866	-1.859696585	0.00000236	0.000099
Gcdh	ENSRNOG00000003307	19	26000497	26006970	-1	protein_coding	glutaryl-CoA dehydrogenase 	398.3	342.3	351.3	357.5	360.9	384.3	389.6	351.9	347.5	288.8	342.9	360.9	388.1	353.4	342.2	462.9	388.7	388.1	386.4	386	384.6	367.5706217	361.2234946	-0.024869282	0.904143424	1	363.0192024	413.2339972	0.18741912	0.349369488	0.682321153	330.8704683	385.6929562	0.222	0.268	0.597
Tmem63a	ENSRNOG00000003310	13	99220510	99253316	1	protein_coding	transmembrane protein 63a 	395.2	494.2	443.7	413.7	405.9	424.9	424.4	479	508	435.9	454.8	426	444.8	427.9	384.4	411	454	411.6	401.8	407.9	443.4	414.8369533	419.0425978	0.014764283	0.945590653	1	470.485951	425.5226258	-0.145167191	0.465454165	0.781177633	438.94203	417.6776106	-0.0717	0.72	0.924
Rrn3	ENSRNOG00000003326	10	3170742	3214655	1	protein_coding	"RRN3 homolog, RNA polymerase I transcription factor "	206.1	299.8	316.3	348.6	377	334.7	350.7	354	289.2	303.6	280.3	307.4	382	365.8	374.2	419	331	413.6	366.6	369.1	389.1	353.4224265	374.0156332	0.081317531	0.684645666	1	331.2918002	387.8603261	0.228105035	0.256377001	0.584625866	297.1126645	374.9461013	0.335	0.0935	0.317
Cdip1	ENSRNOG00000003328	10	10967658	10989936	1	protein_coding	cell death-inducing p53 target 1 	341.5	481	381.4	432.5	399.6	394.5	397.2	440.1	473.2	489.1	487.7	474.3	388.1	448.6	306	337.8	446.2	411.6	400.9	593	406.9	408.8734214	380.8682344	-0.102075018	0.60807605	1	436.821518	398.5411574	-0.133027755	0.507129373	0.811895386	483.6917801	466.9390928	-0.0501	0.799	0.956
Ppm1d	ENSRNOG00000003329	10	72909550	72945884	1	protein_coding	"protein phosphatase, Mg2+/Mn2+ dependent, 1D "	190.2	245.8	217.4	215.9	205.4	188.6	179.6	165.3	205.5	164.4	189.9	201.4	231	247.6	207.2	228.3	203.2	251.3	238.6	218.9	201.2	203.3014238	228.6180681	0.168999277	0.415284555	1	183.4744255	227.5952893	0.311086916	0.136666485	0.407395192	185.2340863	219.570456	0.247	0.236	0.557
